meetreeks_id,meetlocatie_id,bron_id,accreditatienummer,component,matrix,meetopstelling_id,meetduur,eenheid,begindatumtijd,einddatumtijd,waarde,opm_code
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-07T22:00:00+01:00,2025-08-07T23:00:00+01:00,21.13,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-07T23:00:00+01:00,2025-08-08T00:00:00+01:00,14.62,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T00:00:00+01:00,2025-08-08T01:00:00+01:00,13.36,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T01:00:00+01:00,2025-08-08T02:00:00+01:00,13.4,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T02:00:00+01:00,2025-08-08T03:00:00+01:00,8.97,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T03:00:00+01:00,2025-08-08T04:00:00+01:00,10.51,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T04:00:00+01:00,2025-08-08T05:00:00+01:00,9.02,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T05:00:00+01:00,2025-08-08T06:00:00+01:00,9.8,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T06:00:00+01:00,2025-08-08T07:00:00+01:00,12.49,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T07:00:00+01:00,2025-08-08T08:00:00+01:00,12.08,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T08:00:00+01:00,2025-08-08T09:00:00+01:00,10.53,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T09:00:00+01:00,2025-08-08T10:00:00+01:00,10.69,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T10:00:00+01:00,2025-08-08T11:00:00+01:00,9.26,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T11:00:00+01:00,2025-08-08T12:00:00+01:00,8.08,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T12:00:00+01:00,2025-08-08T13:00:00+01:00,6.64,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T13:00:00+01:00,2025-08-08T14:00:00+01:00,5.37,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T14:00:00+01:00,2025-08-08T15:00:00+01:00,7.13,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T15:00:00+01:00,2025-08-08T16:00:00+01:00,8.37,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T16:00:00+01:00,2025-08-08T17:00:00+01:00,9.57,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T17:00:00+01:00,2025-08-08T18:00:00+01:00,11.12,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T18:00:00+01:00,2025-08-08T19:00:00+01:00,14.07,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T19:00:00+01:00,2025-08-08T20:00:00+01:00,14.94,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T20:00:00+01:00,2025-08-08T21:00:00+01:00,22.99,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T21:00:00+01:00,2025-08-08T22:00:00+01:00,20.56,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T22:00:00+01:00,2025-08-08T23:00:00+01:00,17.77,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-08T23:00:00+01:00,2025-08-09T00:00:00+01:00,18.8,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T00:00:00+01:00,2025-08-09T01:00:00+01:00,22.72,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T01:00:00+01:00,2025-08-09T02:00:00+01:00,23.49,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T02:00:00+01:00,2025-08-09T03:00:00+01:00,29.18,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T03:00:00+01:00,2025-08-09T04:00:00+01:00,24.47,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T04:00:00+01:00,2025-08-09T05:00:00+01:00,19.93,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T05:00:00+01:00,2025-08-09T06:00:00+01:00,24.38,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T06:00:00+01:00,2025-08-09T07:00:00+01:00,22.17,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T07:00:00+01:00,2025-08-09T08:00:00+01:00,16.56,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T08:00:00+01:00,2025-08-09T09:00:00+01:00,11.77,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T09:00:00+01:00,2025-08-09T10:00:00+01:00,10.6,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T10:00:00+01:00,2025-08-09T11:00:00+01:00,8.78,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T11:00:00+01:00,2025-08-09T12:00:00+01:00,6.28,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T12:00:00+01:00,2025-08-09T13:00:00+01:00,6.38,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T13:00:00+01:00,2025-08-09T14:00:00+01:00,8.59,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T14:00:00+01:00,2025-08-09T15:00:00+01:00,9.15,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T15:00:00+01:00,2025-08-09T16:00:00+01:00,8.86,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T16:00:00+01:00,2025-08-09T17:00:00+01:00,10.47,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T17:00:00+01:00,2025-08-09T18:00:00+01:00,6.63,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T18:00:00+01:00,2025-08-09T19:00:00+01:00,6.16,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T19:00:00+01:00,2025-08-09T20:00:00+01:00,8.4,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T20:00:00+01:00,2025-08-09T21:00:00+01:00,13.24,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T21:00:00+01:00,2025-08-09T22:00:00+01:00,11.06,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T22:00:00+01:00,2025-08-09T23:00:00+01:00,15.21,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-09T23:00:00+01:00,2025-08-10T00:00:00+01:00,21.44,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T00:00:00+01:00,2025-08-10T01:00:00+01:00,16.67,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T01:00:00+01:00,2025-08-10T02:00:00+01:00,17.43,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T02:00:00+01:00,2025-08-10T03:00:00+01:00,20.55,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T03:00:00+01:00,2025-08-10T04:00:00+01:00,25.29,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T04:00:00+01:00,2025-08-10T05:00:00+01:00,20.09,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T05:00:00+01:00,2025-08-10T06:00:00+01:00,16.8,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T06:00:00+01:00,2025-08-10T07:00:00+01:00,14.66,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T07:00:00+01:00,2025-08-10T08:00:00+01:00,12.1,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T08:00:00+01:00,2025-08-10T09:00:00+01:00,9.0,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T09:00:00+01:00,2025-08-10T10:00:00+01:00,7.85,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T10:00:00+01:00,2025-08-10T11:00:00+01:00,6.54,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T11:00:00+01:00,2025-08-10T12:00:00+01:00,5.01,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T12:00:00+01:00,2025-08-10T13:00:00+01:00,6.33,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T13:00:00+01:00,2025-08-10T14:00:00+01:00,7.26,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T14:00:00+01:00,2025-08-10T15:00:00+01:00,9.21,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T15:00:00+01:00,2025-08-10T16:00:00+01:00,8.51,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T16:00:00+01:00,2025-08-10T17:00:00+01:00,10.4,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T17:00:00+01:00,2025-08-10T18:00:00+01:00,8.31,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T18:00:00+01:00,2025-08-10T19:00:00+01:00,7.81,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T19:00:00+01:00,2025-08-10T20:00:00+01:00,8.27,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T20:00:00+01:00,2025-08-10T21:00:00+01:00,9.47,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T21:00:00+01:00,2025-08-10T22:00:00+01:00,8.31,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T22:00:00+01:00,2025-08-10T23:00:00+01:00,9.55,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-10T23:00:00+01:00,2025-08-11T00:00:00+01:00,11.21,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T00:00:00+01:00,2025-08-11T01:00:00+01:00,12.47,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T01:00:00+01:00,2025-08-11T02:00:00+01:00,14.22,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T02:00:00+01:00,2025-08-11T03:00:00+01:00,13.43,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T03:00:00+01:00,2025-08-11T04:00:00+01:00,13.18,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T04:00:00+01:00,2025-08-11T05:00:00+01:00,13.1,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T05:00:00+01:00,2025-08-11T06:00:00+01:00,13.3,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T06:00:00+01:00,2025-08-11T07:00:00+01:00,18.19,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T07:00:00+01:00,2025-08-11T08:00:00+01:00,18.82,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T08:00:00+01:00,2025-08-11T09:00:00+01:00,17.25,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T09:00:00+01:00,2025-08-11T10:00:00+01:00,13.51,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T10:00:00+01:00,2025-08-11T11:00:00+01:00,8.07,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T11:00:00+01:00,2025-08-11T12:00:00+01:00,8.3,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T12:00:00+01:00,2025-08-11T13:00:00+01:00,7.37,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T13:00:00+01:00,2025-08-11T14:00:00+01:00,7.4,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T14:00:00+01:00,2025-08-11T15:00:00+01:00,7.38,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T15:00:00+01:00,2025-08-11T16:00:00+01:00,8.67,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T16:00:00+01:00,2025-08-11T17:00:00+01:00,9.05,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T17:00:00+01:00,2025-08-11T18:00:00+01:00,9.41,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T18:00:00+01:00,2025-08-11T19:00:00+01:00,12.57,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T19:00:00+01:00,2025-08-11T20:00:00+01:00,17.19,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T20:00:00+01:00,2025-08-11T21:00:00+01:00,25.51,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T21:00:00+01:00,2025-08-11T22:00:00+01:00,16.06,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T22:00:00+01:00,2025-08-11T23:00:00+01:00,12.02,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-11T23:00:00+01:00,2025-08-12T00:00:00+01:00,10.46,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T00:00:00+01:00,2025-08-12T01:00:00+01:00,11.87,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T01:00:00+01:00,2025-08-12T02:00:00+01:00,13.04,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T02:00:00+01:00,2025-08-12T03:00:00+01:00,13.65,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T03:00:00+01:00,2025-08-12T04:00:00+01:00,12.07,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T04:00:00+01:00,2025-08-12T05:00:00+01:00,15.23,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T05:00:00+01:00,2025-08-12T06:00:00+01:00,18.87,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T06:00:00+01:00,2025-08-12T07:00:00+01:00,23.93,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T07:00:00+01:00,2025-08-12T08:00:00+01:00,25.04,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T08:00:00+01:00,2025-08-12T09:00:00+01:00,24.06,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T09:00:00+01:00,2025-08-12T10:00:00+01:00,21.33,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T10:00:00+01:00,2025-08-12T11:00:00+01:00,16.78,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T13:00:00+01:00,2025-08-12T14:00:00+01:00,14.44,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T14:00:00+01:00,2025-08-12T15:00:00+01:00,12.38,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T15:00:00+01:00,2025-08-12T16:00:00+01:00,8.29,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T16:00:00+01:00,2025-08-12T17:00:00+01:00,9.21,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T17:00:00+01:00,2025-08-12T18:00:00+01:00,9.13,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T18:00:00+01:00,2025-08-12T19:00:00+01:00,14.72,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T19:00:00+01:00,2025-08-12T20:00:00+01:00,26.76,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T20:00:00+01:00,2025-08-12T21:00:00+01:00,26.98,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T21:00:00+01:00,2025-08-12T22:00:00+01:00,22.18,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T22:00:00+01:00,2025-08-12T23:00:00+01:00,19.11,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-12T23:00:00+01:00,2025-08-13T00:00:00+01:00,16.32,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T11:00:00+01:00,2025-08-13T12:00:00+01:00,21.46,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T12:00:00+01:00,2025-08-13T13:00:00+01:00,15.04,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T13:00:00+01:00,2025-08-13T14:00:00+01:00,10.96,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T14:00:00+01:00,2025-08-13T15:00:00+01:00,10.97,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T15:00:00+01:00,2025-08-13T16:00:00+01:00,12.09,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T16:00:00+01:00,2025-08-13T17:00:00+01:00,19.96,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T17:00:00+01:00,2025-08-13T18:00:00+01:00,17.17,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T18:00:00+01:00,2025-08-13T19:00:00+01:00,15.77,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T19:00:00+01:00,2025-08-13T20:00:00+01:00,21.07,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T20:00:00+01:00,2025-08-13T21:00:00+01:00,32.13,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T21:00:00+01:00,2025-08-13T22:00:00+01:00,29.33,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T22:00:00+01:00,2025-08-13T23:00:00+01:00,20.21,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-13T23:00:00+01:00,2025-08-14T00:00:00+01:00,24.32,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T00:00:00+01:00,2025-08-14T01:00:00+01:00,21.64,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T01:00:00+01:00,2025-08-14T02:00:00+01:00,19.98,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T02:00:00+01:00,2025-08-14T03:00:00+01:00,18.08,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T03:00:00+01:00,2025-08-14T04:00:00+01:00,17.96,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T04:00:00+01:00,2025-08-14T05:00:00+01:00,18.46,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T05:00:00+01:00,2025-08-14T06:00:00+01:00,19.82,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T06:00:00+01:00,2025-08-14T07:00:00+01:00,25.53,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T07:00:00+01:00,2025-08-14T08:00:00+01:00,32.0,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T08:00:00+01:00,2025-08-14T09:00:00+01:00,35.55,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T09:00:00+01:00,2025-08-14T10:00:00+01:00,22.57,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T10:00:00+01:00,2025-08-14T11:00:00+01:00,24.15,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T11:00:00+01:00,2025-08-14T12:00:00+01:00,40.22,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T12:00:00+01:00,2025-08-14T13:00:00+01:00,57.89,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T13:00:00+01:00,2025-08-14T14:00:00+01:00,16.04,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T14:00:00+01:00,2025-08-14T15:00:00+01:00,10.36,
NL10236_NO2_lucht,NL10236,LML,L224,NO2,lucht,chemoluminesc_APIT200,uur,µg/m³,2025-08-14T15:00:00+01:00,2025-08-14T16:00:00+01:00,9.13,
